date_time,gold_price,ptt_price,pttep_price,top_price,usDollar_price
2017-12-25,1277.9,44.8,100.5,103.5,93.35
2017-12-26,1285.5,44.0,100.5,103.5,93.26
2017-12-27,1288.3,44.0,102.0,103.5,93.03
2017-12-28,1297.2,43.8,99.25,102.5,92.6
2017-12-29,1309.3,44.0,100.0,103.5,92.12
2017-12-30,1309.3,44.0,100.0,103.5,92.12
2017-12-31,1309.3,44.0,100.0,103.5,92.28
2018-01-01,1308.7,44.0,100.0,103.5,92.25
2018-01-02,1316.1,44.0,100.0,103.5,91.87
2018-01-03,1318.5,45.0,101.5,107.0,92.16
2018-01-04,1321.6,47.2,106.0,106.5,91.85
2018-01-05,1322.3,46.8,107.0,107.0,91.95
2018-01-06,1322.3,46.8,107.0,107.0,91.95
2018-01-07,1322.3,46.8,107.0,107.0,91.95
2018-01-08,1320.4,46.6,105.5,104.5,92.36
2018-01-09,1313.7,46.6,107.0,104.0,92.53
2018-01-10,1319.3,47.0,107.0,99.5,92.33
2018-01-11,1322.5,47.2,108.5,101.0,91.85
2018-01-12,1334.9,47.0,111.0,102.0,90.97
2018-01-13,1334.9,47.0,111.0,102.0,90.97
2018-01-14,1337.4,47.0,111.0,102.0,90.97
2018-01-15,1341.8,48.4,113.0,101.5,90.97
2018-01-16,1337.1,48.2,112.5,101.5,90.39
2018-01-17,1339.2,48.4,113.5,99.5,90.54
2018-01-18,1327.2,48.0,114.0,99.0,90.5
2018-01-19,1333.1,47.8,115.0,100.5,90.57
2018-01-20,1333.1,47.8,115.0,100.5,90.57
2018-01-21,1333.1,47.8,115.0,100.5,90.57
2018-01-22,1331.9,48.4,115.5,100.5,90.4
2018-01-23,1336.7,48.8,117.0,102.0,90.12
2018-01-24,1356.3,49.2,117.5,101.0,89.21
2018-01-25,1362.9,48.6,117.5,101.5,89.39
2018-01-26,1352.1,49.0,119.5,105.0,89.07
2018-01-27,1352.1,49.0,119.5,105.0,89.07
2018-01-28,1352.1,49.0,119.5,105.0,89.07
2018-01-29,1340.3,49.8,120.5,105.0,89.31
2018-01-30,1337.2,49.0,118.0,103.5,89.16
2018-01-31,1340.4,49.2,119.0,102.5,89.13
2018-02-01,1345.0,49.8,121.5,104.0,88.67
2018-02-02,1334.6,50.2,122.5,102.0,89.19
2018-02-03,1334.6,50.2,122.5,102.0,89.19
2018-02-04,1334.6,50.2,122.5,102.0,89.19
2018-02-05,1333.8,50.0,119.5,100.5,89.55
2018-02-06,1326.9,48.4,118.0,100.5,89.58
2018-02-07,1312.2,48.4,115.5,101.0,90.25
2018-02-08,1316.5,48.0,113.5,99.25,90.23
2018-02-09,1313.3,48.0,112.0,99.0,90.44
2018-02-10,1313.3,48.0,112.0,99.0,90.44
2018-02-11,1313.3,48.0,112.0,99.0,90.44
2018-02-12,1324.0,48.8,115.5,99.0,90.21
2018-02-13,1328.0,48.8,114.0,99.0,89.7
2018-02-14,1355.6,48.0,110.0,101.0,89.12
2018-02-15,1352.9,48.6,112.5,100.0,88.59
2018-02-16,1353.7,48.6,112.5,101.0,89.1
2018-02-17,1353.7,48.6,112.5,101.0,89.1
2018-02-18,1350.5,48.6,112.5,101.0,89.1
2018-02-19,1347.8,48.8,112.5,102.0,89.1
2018-02-20,1328.9,49.0,113.0,102.0,89.72
2018-02-21,1329.8,52.2,114.5,101.0,90.0
2018-02-22,1330.4,54.0,115.0,99.5,89.74
2018-02-23,1327.9,53.8,115.5,100.5,89.88
2018-02-24,1327.9,53.8,115.5,100.5,89.88
2018-02-25,1327.9,53.8,115.5,100.5,89.88
2018-02-26,1330.3,56.6,118.0,104.5,89.85
2018-02-27,1318.6,57.4,117.0,101.5,90.36
2018-02-28,1317.9,56.8,115.5,103.0,90.61
2018-03-01,1305.2,56.8,115.5,103.0,90.32
2018-03-02,1323.4,55.6,115.0,99.75,89.94
2018-03-03,1323.4,55.6,115.0,99.75,89.94
2018-03-04,1323.4,55.6,115.0,99.75,89.94
2018-03-05,1319.9,56.2,111.5,98.0,90.08
2018-03-06,1335.2,55.2,113.5,98.0,89.62
2018-03-07,1327.6,54.0,111.5,96.5,89.64
2018-03-08,1321.7,53.2,112.5,97.0,90.18
2018-03-09,1324.0,53.4,113.5,96.5,90.09
2018-03-10,1324.0,53.4,113.5,96.5,90.09
2018-03-11,1324.0,53.4,113.5,96.5,90.09
2018-03-12,1320.8,55.8,115.5,98.5,89.89
2018-03-13,1327.1,56.6,115.5,99.0,89.66
2018-03-14,1325.6,56.0,115.5,100.5,89.7
2018-03-15,1317.8,55.8,116.0,99.5,90.14
2018-03-16,1312.3,54.8,117.0,99.25,90.23
2018-03-17,1312.3,54.8,117.0,99.25,90.23
2018-03-18,1312.3,54.8,117.0,99.25,90.23
2018-03-19,1317.8,53.6,116.5,98.5,89.77
2018-03-20,1311.9,54.2,114.5,96.5,90.37
2018-03-21,1321.5,54.2,116.0,96.25,89.78
2018-03-22,1327.4,54.4,116.0,96.25,89.86
2018-03-23,1349.9,55.0,115.5,95.25,89.48
2018-03-24,1349.9,55.0,115.5,95.25,89.48
2018-03-25,1349.9,55.0,115.5,95.25,89.48
2018-03-26,1355.0,56.0,117.5,95.75,89.03
2018-03-27,1342.0,56.0,117.5,95.25,89.33
2018-03-28,1326.9,56.0,116.5,94.25,90.06
2018-03-29,1324.3,54.8,114.5,90.75,90.15
2018-03-30,1324.3,55.2,114.5,91.75,89.97
2018-03-31,1324.3,55.2,114.5,91.75,89.97
2018-04-01,1324.3,55.2,114.5,91.75,89.97
2018-04-02,1343.9,55.2,116.0,92.0,90.05
2018-04-03,1334.2,54.6,114.5,90.0,90.2
2018-04-04,1337.1,53.2,112.0,89.0,90.14
2018-04-05,1325.5,54.2,113.5,91.5,90.46
2018-04-06,1333.1,54.2,113.5,91.5,90.11
2018-04-07,1333.1,54.2,113.5,91.5,90.11
2018-04-08,1333.1,54.2,113.5,91.5,90.11
2018-04-09,1337.1,55.0,115.0,92.0,89.84
2018-04-10,1342.9,55.2,115.0,90.75,89.59
2018-04-11,1356.9,54.6,116.0,92.0,89.57
2018-04-12,1338.7,55.0,118.0,93.75,89.75
2018-04-13,1344.7,55.0,118.0,93.75,89.8
2018-04-14,1344.7,55.0,118.0,93.75,89.8
2018-04-15,1344.7,55.0,118.0,93.75,89.8
2018-04-16,1347.5,55.0,118.0,93.75,89.42
2018-04-17,1346.3,54.6,122.0,92.5,89.52
2018-04-18,1350.2,55.0,122.5,94.0,89.62
2018-04-19,1345.4,58.0,133.0,95.75,89.94
2018-04-20,1334.9,58.8,136.5,93.0,90.32
2018-04-21,1334.9,58.8,136.5,93.0,90.32
2018-04-22,1334.9,58.8,136.5,93.0,90.32
2018-04-23,1320.6,57.2,134.5,93.0,90.95
2018-04-24,1329.7,58.0,138.0,92.5,90.77
2018-04-25,1319.5,57.5,134.0,90.5,91.17
2018-04-26,1314.6,56.5,132.5,92.5,91.56
2018-04-27,1323.4,56.5,133.5,93.0,91.54
2018-04-28,1323.4,56.5,133.5,93.0,91.54
2018-04-29,1323.4,56.5,133.5,93.0,91.54
2018-04-30,1319.2,56.5,134.0,94.25,91.84
2018-05-01,1306.8,56.5,134.0,94.25,92.45
2018-05-02,1305.6,57.0,136.5,93.5,92.51
2018-05-03,1312.7,57.5,136.5,94.0,92.41
2018-05-04,1314.7,56.75,137.5,94.25,92.57
2018-05-05,1314.7,56.75,137.5,94.25,92.57
2018-05-06,1314.7,56.75,137.5,94.25,92.57
2018-05-07,1314.1,56.75,137.5,96.25,92.75
2018-05-08,1313.7,55.5,131.0,96.0,93.12
2018-05-09,1313.0,56.25,134.5,94.0,93.04
2018-05-10,1322.3,56.0,135.0,91.25,92.65
2018-05-11,1320.7,56.75,136.0,90.0,92.54
2018-05-12,1320.7,56.75,136.0,90.0,92.54
2018-05-13,1320.7,56.75,136.0,90.0,92.54
2018-05-14,1318.2,57.0,135.0,90.0,92.59
2018-05-15,1290.3,56.5,136.5,88.5,93.22
2018-05-16,1291.5,56.5,138.5,85.5,93.39
2018-05-17,1289.4,57.25,147.5,88.0,93.47
2018-05-18,1291.3,57.0,145.5,88.0,93.64
2018-05-19,1291.3,57.0,145.5,88.0,93.64
2018-05-20,1291.3,57.0,145.5,88.0,93.64
2018-05-21,1290.9,57.0,149.0,88.5,93.68
2018-05-22,1292.0,55.25,149.5,88.5,93.61
2018-05-23,1289.6,53.5,144.5,87.5,94.0
2018-05-24,1304.4,50.75,140.0,86.0,93.76
2018-05-25,1303.7,52.0,140.5,88.5,94.19
2018-05-26,1303.7,52.0,140.5,88.5,94.19
2018-05-27,1298.3,52.0,140.5,88.5,94.19
2018-05-28,1297.6,50.25,131.0,90.0,94.19
2018-05-29,1299.0,50.25,131.0,90.0,94.83
2018-05-30,1304.5,51.5,132.5,91.0,94.15
2018-05-31,1302.6,52.25,134.5,92.0,93.98
2018-06-01,1297.1,51.5,134.0,87.0,94.19
2018-06-02,1297.1,51.5,134.0,87.0,94.19
2018-06-03,1297.1,51.5,134.0,87.0,94.19
2018-06-04,1295.1,51.75,136.5,88.75,94.02
2018-06-05,1299.9,52.0,136.0,86.5,93.9
2018-06-06,1299.2,52.5,141.5,88.25,93.66
2018-06-07,1300.7,52.25,139.5,88.0,93.4
2018-06-08,1300.5,51.0,136.0,87.5,93.55
2018-06-09,1300.5,51.0,136.0,87.5,93.55
2018-06-10,1300.5,51.0,136.0,87.5,93.55
2018-06-11,1301.0,50.75,135.5,88.0,93.58
2018-06-12,1297.2,51.5,136.5,87.0,93.8
2018-06-13,1299.2,51.0,135.0,85.5,93.71
2018-06-14,1306.2,51.0,136.0,81.5,94.77
2018-06-15,1276.3,50.0,134.0,82.0,94.79
2018-06-16,1276.3,50.0,134.0,82.0,94.79
2018-06-17,1276.3,50.0,134.0,82.0,94.79
2018-06-18,1278.0,49.0,130.0,79.75,94.8
2018-06-19,1276.5,47.75,125.5,77.0,95.08
2018-06-20,1272.4,48.75,129.0,81.75,95.06
2018-06-21,1268.6,47.5,126.0,78.25,94.74
2018-06-22,1268.9,48.0,129.5,80.0,94.52
2018-06-23,1268.9,48.0,129.5,80.0,94.52
2018-06-24,1268.9,48.0,129.5,80.0,94.52
2018-06-25,1267.2,48.0,131.5,77.0,94.28
2018-06-26,1258.0,48.0,131.5,78.5,94.66
2018-06-27,1253.0,48.0,136.0,77.25,95.27
2018-06-28,1251.0,47.5,136.0,77.5,95.39
2018-06-29,1254.5,48.0,140.5,77.75,94.64
2018-06-30,1254.5,48.0,140.5,77.75,94.64
2018-07-01,1254.5,48.0,140.5,77.75,94.64
2018-07-02,1241.7,47.75,132.5,73.75,95.03
2018-07-03,1253.5,47.5,134.0,75.25,94.67
2018-07-04,1258.1,47.75,134.5,72.25,94.67
2018-07-05,1258.8,46.25,132.5,70.25,94.47
2018-07-06,1255.8,46.25,130.0,69.0,94.04
2018-07-07,1255.8,46.25,130.0,69.0,94.04
2018-07-08,1255.8,46.25,130.0,69.0,94.04
2018-07-09,1259.6,47.0,134.0,70.5,94.08
2018-07-10,1255.4,48.75,138.5,76.5,94.15
2018-07-11,1244.4,48.5,136.0,77.0,94.72
2018-07-12,1246.6,48.0,134.0,77.5,94.81
2018-07-13,1241.2,47.5,135.5,76.75,94.75
2018-07-14,1241.2,47.5,135.5,76.75,94.75
2018-07-15,1241.2,47.5,135.5,76.75,94.75
2018-07-16,1239.7,47.5,135.0,78.25,94.51
2018-07-17,1227.3,47.75,130.0,78.0,94.94
2018-07-18,1227.9,49.5,130.0,77.0,95.08
2018-07-19,1224.0,49.5,131.0,78.25,95.15
2018-07-20,1231.1,51.5,133.5,79.5,94.45
2018-07-21,1231.1,51.5,133.5,79.5,94.45
2018-07-22,1231.1,51.5,133.5,79.5,94.45
2018-07-23,1225.6,51.0,133.0,83.0,94.67
2018-07-24,1225.5,50.25,131.5,82.0,94.61
2018-07-25,1231.8,51.0,134.5,81.25,94.36
2018-07-26,1225.7,51.75,138.0,81.5,94.75
2018-07-27,1223.0,51.75,138.0,81.5,94.67
2018-07-28,1223.0,51.75,138.0,81.5,94.67
2018-07-29,1223.0,51.75,138.0,81.5,94.67
2018-07-30,1224.2,51.75,138.0,81.5,94.32
2018-07-31,1226.4,51.25,138.5,80.25,94.49
2018-08-01,1220.3,52.5,142.5,83.0,94.62
2018-08-02,1212.9,52.0,140.0,82.25,95.16
2018-08-03,1215.9,51.75,140.5,82.75,95.14
2018-08-04,1215.9,51.75,140.5,82.75,95.14
2018-08-05,1215.9,51.75,140.5,82.75,95.14
2018-08-06,1210.6,51.5,139.5,80.75,95.36
2018-08-07,1211.2,52.25,142.5,80.25,95.22
2018-08-08,1214.2,53.0,142.0,78.75,95.05
2018-08-09,1213.0,52.5,141.5,78.75,95.5
2018-08-10,1212.1,51.75,138.5,80.0,96.36
2018-08-11,1212.1,51.75,138.5,80.0,96.36
2018-08-12,1212.1,51.75,138.5,80.0,96.36
2018-08-13,1192.2,51.75,138.5,80.0,96.39
2018-08-14,1194.0,51.75,139.0,80.5,96.73
2018-08-15,1178.2,51.0,136.5,81.0,96.7
2018-08-16,1177.1,50.5,135.0,83.0,96.64
2018-08-17,1177.3,51.5,134.5,83.5,96.1
2018-08-18,1177.3,51.5,134.5,83.5,96.1
2018-08-19,1177.3,51.5,134.5,83.5,96.1
2018-08-20,1187.8,52.25,135.5,84.0,95.9
2018-08-21,1193.2,51.75,135.0,83.25,95.26
2018-08-22,1196.4,51.75,138.5,85.5,95.15
2018-08-23,1187.2,52.0,140.0,85.0,95.67
2018-08-24,1206.3,51.75,139.5,85.0,95.15
2018-08-25,1206.3,51.75,139.5,85.0,95.15
2018-08-26,1206.3,51.75,139.5,85.0,95.15
2018-08-27,1209.2,52.0,141.0,85.5,94.78
2018-08-28,1207.5,52.5,142.5,84.25,94.72
2018-08-29,1204.2,52.5,143.0,84.75,94.6
2018-08-30,1200.0,52.0,142.5,83.5,94.72
2018-08-31,1201.6,52.5,142.5,84.25,95.14
2018-09-01,1201.6,52.5,142.5,84.25,95.14
2018-09-02,1204.9,52.5,142.5,84.25,95.14
2018-09-03,1206.3,52.75,142.0,86.0,95.14
2018-09-04,1194.0,52.25,142.5,85.75,95.44
2018-09-05,1196.1,50.5,139.0,84.75,95.18
2018-09-06,1199.0,50.5,140.5,86.25,95.02
2018-09-07,1195.1,50.0,139.0,85.25,95.36
2018-09-08,1195.1,50.0,139.0,85.25,95.36
2018-09-09,1195.1,50.0,139.0,85.25,95.36
2018-09-10,1194.5,50.25,137.5,85.0,95.15
2018-09-11,1196.8,48.75,138.0,83.75,95.25
2018-09-12,1205.5,49.5,141.0,83.75,94.8
2018-09-13,1202.8,52.0,148.0,84.5,94.52
2018-09-14,1196.2,51.75,149.5,86.0,94.93
2018-09-15,1196.2,51.75,149.5,86.0,94.93
2018-09-16,1196.2,51.75,149.5,86.0,94.93
2018-09-17,1201.2,51.0,152.0,84.75,94.5
2018-09-18,1198.5,52.0,152.0,84.5,94.64
2018-09-19,1203.9,52.5,153.0,86.75,94.54
2018-09-20,1206.6,53.5,154.0,89.0,93.91
2018-09-21,1196.6,53.75,153.5,87.5,94.22
2018-09-22,1196.6,53.75,153.5,87.5,94.22
2018-09-23,1196.6,53.75,153.5,87.5,94.22
2018-09-24,1199.6,54.0,154.5,87.0,94.19
2018-09-25,1199.7,54.0,153.5,86.25,94.13
2018-09-26,1194.4,54.25,155.0,86.5,94.19
2018-09-27,1185.5,54.0,156.5,88.0,94.89
2018-09-28,1193.9,54.25,155.0,88.5,95.13
2018-09-29,1193.9,54.25,155.0,88.5,95.13
2018-09-30,1193.9,54.25,155.0,88.5,95.13
2018-10-01,1189.4,54.75,160.0,87.5,95.3
2018-10-02,1204.2,54.5,156.5,86.5,95.51
2018-10-03,1200.1,53.5,156.5,86.25,95.76
2018-10-04,1198.8,53.0,154.0,84.0,95.75
2018-10-05,1202.8,52.5,150.5,84.0,95.62
2018-10-06,1202.8,52.5,150.5,84.0,95.62
2018-10-07,1202.8,52.5,150.5,84.0,95.62
2018-10-08,1185.8,51.75,145.0,82.75,95.76
2018-10-09,1188.8,52.25,148.0,82.75,95.67
2018-10-10,1190.8,54.0,152.0,84.25,95.51
2018-10-11,1225.1,51.0,146.0,82.5,95.02
2018-10-12,1219.5,51.5,148.0,83.0,95.22
2018-10-13,1219.5,51.5,148.0,83.0,95.22
2018-10-14,1219.5,51.5,148.0,83.0,95.22
2018-10-15,1227.8,51.5,148.0,83.0,95.06
2018-10-16,1228.4,51.0,148.0,82.5,95.05
2018-10-17,1224.8,51.0,146.5,85.75,95.58
2018-10-18,1227.4,51.0,143.5,84.0,95.9
2018-10-19,1226.0,50.5,144.5,81.0,95.71
2018-10-20,1226.0,50.5,144.5,81.0,95.71
2018-10-21,1226.0,50.5,144.5,81.0,95.71
2018-10-22,1222.0,50.25,145.0,80.75,96.01
2018-10-23,1234.1,50.25,145.0,80.75,95.96
2018-10-24,1228.4,48.5,134.0,77.5,96.43
2018-10-25,1229.5,49.5,137.5,81.25,96.68
2018-10-26,1232.4,48.25,134.5,79.75,96.36
2018-10-27,1232.4,48.25,134.5,79.75,96.36
2018-10-28,1232.4,48.25,134.5,79.75,96.36
2018-10-29,1224.7,48.75,136.5,80.25,96.58
2018-10-30,1225.3,49.25,134.5,80.25,97.01
2018-10-31,1215.0,51.0,139.5,84.75,97.13
2018-11-01,1238.6,49.5,138.0,84.25,96.28
2018-11-02,1233.3,49.75,141.0,84.75,96.54
2018-11-03,1233.3,49.75,141.0,84.75,96.54
2018-11-04,1233.3,49.75,141.0,84.75,96.54
2018-11-05,1232.3,49.25,138.0,83.0,96.28
2018-11-06,1226.3,49.75,138.0,81.75,96.32
2018-11-07,1228.7,50.25,138.0,84.25,96.0
2018-11-08,1225.1,50.75,140.0,85.0,96.72
2018-11-09,1208.6,49.75,138.0,81.0,96.91
2018-11-10,1208.6,49.75,138.0,81.0,96.91
2018-11-11,1208.6,49.75,138.0,81.0,96.91
2018-11-12,1203.5,49.75,138.0,79.75,97.54
2018-11-13,1201.4,50.0,137.0,78.5,97.3
2018-11-14,1210.1,49.0,131.5,75.5,96.8
2018-11-15,1215.0,48.75,132.0,75.75,96.93
2018-11-16,1223.0,48.75,133.0,77.25,96.47
2018-11-17,1223.0,48.75,133.0,77.25,96.47
2018-11-18,1223.0,48.75,133.0,77.25,96.47
2018-11-19,1225.3,48.75,132.5,76.25,96.19
2018-11-20,1221.2,48.5,131.0,75.25,96.84
2018-11-21,1228.0,48.25,130.5,74.25,96.71
2018-11-22,1228.0,48.0,128.0,73.75,96.71
2018-11-23,1223.2,48.75,131.0,74.5,96.92
2018-11-24,1223.2,48.75,131.0,74.5,96.92
2018-11-25,1223.2,48.75,131.0,74.5,96.92
2018-11-26,1222.4,48.5,129.0,74.0,97.07
2018-11-27,1213.4,48.75,128.5,73.75,97.37
2018-11-28,1223.6,49.0,129.0,75.0,96.79
2018-11-29,1227.9,49.25,129.0,75.0,96.78
2018-11-30,1223.6,49.25,132.0,76.0,97.27
2018-12-01,1223.6,49.25,132.0,76.0,97.27
2018-12-02,1223.6,49.25,132.0,76.0,97.27
2018-12-03,1236.9,51.75,140.5,77.75,97.04
2018-12-04,1243.3,51.5,140.0,77.0,96.97
2018-12-05,1239.1,51.5,140.0,77.0,97.07
2018-12-06,1239.7,50.25,138.5,75.0,96.81
2018-12-07,1248.2,49.5,135.0,73.5,96.51
2018-12-08,1248.2,49.5,135.0,73.5,96.51
2018-12-09,1248.2,49.5,135.0,73.5,96.51
2018-12-10,1244.9,49.5,135.0,73.5,97.22
2018-12-11,1242.8,49.25,132.0,72.5,97.39
2018-12-12,1246.1,49.0,134.0,72.25,97.04
2018-12-13,1243.7,47.5,125.0,68.5,97.06
2018-12-14,1237.9,47.75,121.0,68.25,97.44
2018-12-15,1237.9,47.75,121.0,68.25,97.44
2018-12-16,1237.9,47.75,121.0,68.25,97.44
2018-12-17,1248.2,48.0,124.0,68.25,97.1
2018-12-18,1250.1,47.25,117.0,66.25,97.1
2018-12-19,1252.6,47.0,118.0,66.0,97.03
2018-12-20,1263.9,46.75,116.5,66.0,96.28
2018-12-21,1254.6,47.5,116.5,67.0,96.96
2018-12-22,1254.6,47.5,116.5,67.0,96.96
2018-12-23,1254.6,47.5,116.5,67.0,96.96
2018-12-24,1267.9,47.5,116.5,66.75,96.55
2018-12-25,1270.75,45.25,111.5,65.25,96.55
2018-12-26,1269.0,45.5,113.0,65.75,97.05
2018-12-27,1277.4,45.5,113.0,65.0,96.48
2018-12-28,1283.0,46.0,113.5,66.25,96.4
2018-12-29,1283.0,46.0,113.5,66.25,96.4
2018-12-30,1283.0,46.0,113.5,66.25,96.4
2018-12-31,1281.3,46.0,113.5,66.25,96.17
2019-01-01,1283.35,46.0,113.5,66.25,96.17
2019-01-02,1284.1,46.25,112.5,63.75,96.82
2019-01-03,1294.8,45.5,113.5,63.75,96.31
2019-01-04,1285.8,46.75,118.5,67.25,96.18
2019-01-05,1285.8,46.75,118.5,67.25,96.18
2019-01-06,1285.8,46.75,118.5,67.25,96.18
2019-01-07,1289.9,48.0,121.0,69.75,95.67
2019-01-08,1285.9,48.0,121.5,69.75,95.9
2019-01-09,1292.0,48.25,121.5,69.75,95.22
2019-01-10,1287.4,48.75,122.5,69.75,95.54
2019-01-11,1289.5,49.25,123.5,70.5,95.67
2019-01-12,1289.5,49.25,123.5,70.5,95.67
2019-01-13,1289.5,49.25,123.5,70.5,95.67
2019-01-14,1291.3,48.0,122.0,67.5,95.61
2019-01-15,1288.4,47.75,121.0,67.25,96.04
2019-01-16,1293.8,47.5,122.0,68.5,96.06
2019-01-17,1292.3,47.25,123.0,68.5,96.06
2019-01-18,1282.6,48.25,125.0,69.5,96.34
2019-01-19,1282.6,48.25,125.0,69.5,96.34
2019-01-20,1282.05,48.25,125.0,69.5,96.34
2019-01-21,1279.05,48.75,127.0,71.75,96.34
2019-01-22,1283.4,49.5,127.5,73.0,96.3
2019-01-23,1284.0,49.5,127.5,72.5,96.12
2019-01-24,1279.8,49.0,124.5,71.5,96.6
2019-01-25,1298.1,48.75,124.5,71.0,95.79
2019-01-26,1298.1,48.75,124.5,71.0,95.79
2019-01-27,1298.1,48.75,124.5,71.0,95.79
2019-01-28,1303.1,48.75,121.5,71.25,95.75
2019-01-29,1308.9,48.25,118.5,69.0,95.82
2019-01-30,1312.8,48.25,121.0,72.0,95.34
2019-01-31,1322.3,48.5,123.0,72.0,95.58
2019-02-01,1319.3,49.5,124.0,73.75,95.58
2019-02-02,1319.3,49.5,124.0,73.75,95.58
2019-02-03,1319.3,49.5,124.0,73.75,95.58
2019-02-04,1316.6,49.25,125.5,74.75,95.85
2019-02-05,1316.5,49.25,125.5,74.5,96.07
2019-02-06,1311.7,48.75,125.0,74.5,96.39
2019-02-07,1311.6,49.0,125.0,74.5,96.51
2019-02-08,1315.9,48.5,124.0,74.0,96.64
2019-02-09,1315.9,48.5,124.0,74.0,96.64
2019-02-10,1315.9,48.5,124.0,74.0,96.64
2019-02-11,1309.2,48.25,123.5,73.5,97.06
2019-02-12,1311.3,48.5,121.5,73.25,96.71
2019-02-13,1312.4,49.0,124.0,76.0,97.13
2019-02-14,1311.3,48.25,124.0,75.25,96.98
2019-02-15,1319.1,48.25,122.5,74.25,96.9
2019-02-16,1319.1,48.25,122.5,74.25,96.9
2019-02-17,1324.25,48.25,122.5,74.25,96.9
2019-02-18,1329.55,48.5,123.5,73.75,96.9
2019-02-19,1340.8,48.5,123.5,73.75,96.52
2019-02-20,1344.1,49.0,125.5,74.25,96.45
2019-02-21,1324.6,48.75,126.0,72.0,96.61
2019-02-22,1329.7,49.25,126.0,73.75,96.51
2019-02-23,1329.7,49.25,126.0,73.75,96.51
2019-02-24,1329.7,49.25,126.0,73.75,96.51
2019-02-25,1326.5,49.75,127.5,74.0,96.41
2019-02-26,1325.3,49.0,125.0,73.5,96.0
2019-02-27,1321.2,49.25,126.5,73.5,96.15
2019-02-28,1316.1,48.5,124.5,72.25,96.16
2019-03-01,1299.2,48.75,123.5,69.25,96.53
2019-03-02,1299.2,48.75,123.5,69.25,96.53
2019-03-03,1299.2,48.75,123.5,69.25,96.53
2019-03-04,1287.5,48.75,121.0,69.75,96.68
2019-03-05,1284.7,48.75,122.5,72.5,96.87
2019-03-06,1287.6,47.5,121.5,72.25,96.87
2019-03-07,1286.1,47.75,122.5,71.75,97.67
2019-03-08,1299.3,47.5,121.0,71.0,97.31
2019-03-09,1299.3,47.5,121.0,71.0,97.31
2019-03-10,1299.3,47.5,121.0,71.0,97.31
2019-03-11,1291.1,47.25,120.5,69.5,97.22
2019-03-12,1298.1,47.25,121.0,70.25,96.94
2019-03-13,1309.3,47.75,121.5,70.5,96.55
2019-03-14,1295.1,48.0,120.5,69.5,96.78
2019-03-15,1302.9,48.25,119.0,69.0,96.59
2019-03-16,1302.9,48.25,119.0,69.0,96.59
2019-03-17,1302.9,48.25,119.0,69.0,96.59
2019-03-18,1301.5,47.75,120.0,68.5,96.52
2019-03-19,1306.5,48.5,122.0,70.0,96.38
2019-03-20,1301.7,48.25,121.5,69.75,95.76
2019-03-21,1307.3,48.25,124.0,71.75,96.5
2019-03-22,1312.3,48.75,126.5,72.0,96.65
2019-03-23,1312.3,48.75,126.5,72.0,96.65
2019-03-24,1312.3,48.75,126.5,72.0,96.65
2019-03-25,1322.6,47.75,124.0,70.5,96.57
2019-03-26,1315.0,48.0,125.0,70.5,96.74
2019-03-27,1310.4,47.5,125.5,70.0,96.77
2019-03-28,1292.5,47.5,125.5,70.0,97.2
2019-03-29,1295.6,48.0,125.5,69.5,97.28
2019-03-30,1295.6,48.0,125.5,69.5,97.28
2019-03-31,1295.6,48.0,125.5,69.5,97.28
2019-04-01,1291.2,48.0,127.0,70.25,97.23
2019-04-02,1292.5,48.0,127.5,71.0,97.36
2019-04-03,1292.3,48.25,129.0,71.75,97.09
2019-04-04,1291.4,48.0,128.0,71.25,97.31
2019-04-05,1292.6,47.75,127.5,70.75,97.39
2019-04-06,1292.6,47.75,127.5,70.75,97.39
2019-04-07,1292.6,47.75,127.5,70.75,97.39
2019-04-08,1298.8,47.75,127.5,70.75,97.05
2019-04-09,1305.1,48.0,131.5,71.5,97.01
2019-04-10,1310.3,48.25,132.5,71.5,96.95
2019-04-11,1290.5,48.25,131.0,72.0,97.18
2019-04-12,1292.2,48.0,131.5,72.0,96.97
2019-04-13,1292.2,48.0,131.5,72.0,96.97
2019-04-14,1292.2,48.0,131.5,72.0,96.97
2019-04-15,1288.5,48.0,131.5,72.0,96.94
2019-04-16,1274.2,48.0,131.5,72.0,97.04
2019-04-17,1273.8,48.5,131.0,72.0,97.01
2019-04-18,1273.1,48.75,132.0,72.0,97.47
2019-04-19,1277.9,48.5,131.5,73.0,97.38
2019-04-20,1277.9,48.5,131.5,73.0,97.38
2019-04-21,1277.9,48.5,131.5,73.0,97.38
2019-04-22,1274.7,49.25,134.0,73.0,97.29
2019-04-23,1270.6,49.5,136.5,72.5,97.64
2019-04-24,1276.6,49.5,135.0,72.5,98.17
2019-04-25,1276.4,49.5,136.5,71.75,98.2
2019-04-26,1285.5,49.25,135.0,70.0,98.01
2019-04-27,1285.5,49.25,135.0,70.0,98.01
2019-04-28,1285.5,49.25,135.0,70.0,98.01
2019-04-29,1281.5,48.75,133.0,69.0,97.86
2019-04-30,1285.7,48.75,133.5,69.25,97.48
2019-05-01,1284.2,48.75,133.5,69.25,97.69
2019-05-02,1272.0,49.0,133.5,69.25,97.83
2019-05-03,1281.3,49.25,131.0,69.0,97.52
2019-05-04,1281.3,49.25,131.0,69.0,97.52
2019-05-05,1281.3,49.25,131.0,69.0,97.52
2019-05-06,1283.8,49.25,131.0,69.0,97.52
