"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 11, 2019","1,457.10","1,460.00","1,467.40","1,448.90","310.16K","-0.40%"
"Nov 08, 2019","1,462.90","1,469.00","1,473.90","1,457.00","447.07K","-0.24%"
"Nov 07, 2019","1,466.40","1,492.10","1,493.60","1,461.40","674.98K","-1.79%"
"Nov 06, 2019","1,493.10","1,484.30","1,495.90","1,483.80","313.72K","0.63%"
"Nov 05, 2019","1,483.70","1,511.60","1,511.90","1,480.70","593.62K","-1.81%"
"Nov 04, 2019","1,511.10","1,516.40","1,517.10","1,506.50","260.20K","-0.02%"
"Nov 01, 2019","1,511.40","1,515.10","1,519.00","1,505.40","380.99K","-0.22%"
"Oct 31, 2019","1,514.80","1,498.80","1,516.70","1,496.00","390.01K","1.21%"
"Oct 30, 2019","1,496.70","1,490.50","1,499.30","1,483.10","353.64K","0.63%"
"Oct 29, 2019","1,487.40","1,491.50","1,492.90","1,482.70","0.43K","-0.34%"
"Oct 28, 2019","1,492.40","1,503.60","1,506.30","1,489.10","0.36K","-0.62%"
"Oct 25, 2019","1,501.70","1,502.10","1,517.00","1,499.70","0.44K","0.05%"
"Oct 24, 2019","1,501.00","1,490.40","1,502.40","1,486.70","1.01K","0.62%"
"Oct 23, 2019","1,491.80","1,487.30","1,495.10","1,486.70","0.57K","0.55%"
"Oct 22, 2019","1,483.60","1,483.70","1,488.20","1,480.00","0.79K","-0.04%"
"Oct 21, 2019","1,484.20","1,490.70","1,494.70","1,481.60","1.24K","-0.39%"
"Oct 18, 2019","1,490.00","1,492.50","1,492.90","1,484.80","0.78K","-0.28%"
"Oct 17, 2019","1,494.20","1,490.10","1,496.10","1,484.30","1.60K","0.27%"
"Oct 16, 2019","1,490.20","1,480.50","1,491.20","1,477.10","0.54K","0.71%"
"Oct 15, 2019","1,479.70","1,493.10","1,498.00","1,477.70","0.78K","-0.94%"
"Oct 14, 2019","1,493.80","1,488.00","1,496.80","1,483.30","0.98K","0.61%"
"Oct 11, 2019","1,484.70","1,495.80","1,503.80","1,474.70","1.43K","-0.82%"
"Oct 10, 2019","1,497.00","1,512.50","1,517.80","1,492.00","0.97K","-0.79%"
"Oct 09, 2019","1,508.90","1,509.50","1,512.50","1,501.50","0.29K","0.59%"
"Oct 08, 2019","1,500.10","1,495.00","1,511.00","1,488.40","1.30K","-0.04%"
"Oct 07, 2019","1,500.70","1,514.10","1,515.10","1,492.00","0.29K","-0.56%"
"Oct 04, 2019","1,509.20","1,509.00","1,516.50","1,498.10","0.57K","-0.06%"
"Oct 03, 2019","1,510.10","1,502.10","1,521.00","1,498.30","0.62K","0.40%"
"Oct 02, 2019","1,504.10","1,482.90","1,507.00","1,477.70","0.80K","1.27%"
"Oct 01, 2019","1,485.20","1,475.00","1,489.30","1,461.50","1.18K","1.09%"
"Sep 30, 2019","1,469.20","1,497.60","1,503.20","1,467.00","1.54K","-2.23%"
"Sep 27, 2019","1,502.70","1,508.30","1,510.10","1,489.80","1.03K","-0.34%"
"Sep 26, 2019","1,507.90","1,503.70","1,512.00","1,500.00","8.18K","0.19%"
"Sep 25, 2019","1,505.10","1,530.90","1,534.90","1,499.80","15.73K","-1.79%"
"Sep 24, 2019","1,532.60","1,522.80","1,535.60","1,515.50","8.57K","0.56%"
"Sep 23, 2019","1,524.00","1,515.20","1,526.70","1,511.00","7.98K","1.06%"
"Sep 20, 2019","1,508.00","1,499.50","1,517.40","1,498.70","7.38K","0.57%"
"Sep 19, 2019","1,499.50","1,494.40","1,505.10","1,489.80","4.86K","-0.64%"
"Sep 18, 2019","1,509.10","1,502.60","1,512.20","1,484.00","8.29K","0.15%"
"Sep 17, 2019","1,506.90","1,499.40","1,508.40","1,494.60","10.85K","0.14%"
"Sep 16, 2019","1,504.80","1,500.30","1,512.80","1,496.90","5.61K","0.80%"
"Sep 13, 2019","1,492.90","1,499.80","1,509.80","1,486.70","6.27K","-0.53%"
"Sep 12, 2019","1,500.80","1,499.10","1,525.40","1,490.50","6.91K","0.28%"
"Sep 11, 2019","1,496.60","1,486.80","1,499.60","1,486.80","4.59K","0.26%"
"Sep 10, 2019","1,492.70","1,500.20","1,502.50","1,485.70","6.18K","-0.78%"
"Sep 09, 2019","1,504.50","1,509.20","1,517.10","1,499.10","7.33K","-0.30%"
"Sep 06, 2019","1,509.00","1,520.60","1,529.60","1,504.50","12.64K","-0.66%"
"Sep 05, 2019","1,519.00","1,555.00","1,555.50","1,508.20","13.90K","-2.25%"
"Sep 04, 2019","1,554.00","1,549.80","1,559.80","1,536.50","8.15K","0.28%"
"Sep 03, 2019","1,549.60","1,526.00","1,552.50","1,521.70","8.48K","0.94%"
"Sep 02, 2019","1,535.15","1,537.95","1,540.05","1,528.15","-","-0.19%"
"Sep 01, 2019","1,538.05","1,535.25","1,542.90","1,535.25","-","0.99%"
"Aug 30, 2019","1,523.00","1,530.60","1,535.70","1,519.30","6.28K","-0.49%"
"Aug 29, 2019","1,530.50","1,542.20","1,553.40","1,522.30","16.57K","-0.54%"
"Aug 28, 2019","1,538.80","1,540.90","1,546.00","1,531.70","2.76K","-0.17%"
"Aug 27, 2019","1,541.40","1,526.90","1,543.90","1,526.00","1.89K","0.93%"
"Aug 26, 2019","1,527.20","1,535.40","1,555.00","1,525.40","2.35K","-0.05%"
"Aug 23, 2019","1,527.90","1,498.20","1,530.20","1,493.40","2.73K","1.95%"
"Aug 22, 2019","1,498.70","1,502.50","1,504.50","1,492.60","2.13K","-0.49%"
"Aug 21, 2019","1,506.10","1,506.00","1,508.10","1,497.10","2.10K","-0.01%"
"Aug 20, 2019","1,506.30","1,497.60","1,509.00","1,494.90","1.60K","0.28%"
"Aug 19, 2019","1,502.10","1,513.00","1,513.50","1,493.90","1.62K","-0.79%"
"Aug 16, 2019","1,514.10","1,524.30","1,528.30","1,504.80","1.25K","-0.50%"
"Aug 15, 2019","1,521.70","1,519.40","1,527.60","1,509.50","2.35K","0.21%"
"Aug 14, 2019","1,518.50","1,502.80","1,525.40","1,495.00","3.03K","0.94%"
"Aug 13, 2019","1,504.30","1,512.30","1,536.00","1,480.00","6.27K","-0.23%"
"Aug 12, 2019","1,507.70","1,499.10","1,519.30","1,488.80","3.57K","0.61%"
"Aug 09, 2019","1,498.60","1,509.20","1,509.80","1,496.20","2.78K","-0.07%"
"Aug 08, 2019","1,499.70","1,502.30","1,511.10","1,491.90","2.49K","-0.66%"
"Aug 07, 2019","1,509.60","1,476.90","1,512.40","1,475.70","7.32K","2.33%"
"Aug 06, 2019","1,475.20","1,472.10","1,477.90","1,459.30","3.80K","0.51%"
"Aug 05, 2019","1,467.70","1,444.90","1,473.20","1,440.10","4.77K","1.31%"
"Aug 02, 2019","1,448.70","1,449.70","1,451.50","1,434.40","4.02K","1.72%"
"Aug 01, 2019","1,424.20","1,413.00","1,450.00","1,403.80","5.69K","-0.34%"
"Jul 31, 2019","1,429.10","1,435.00","1,439.00","1,413.80","4.03K","-0.30%"
"Jul 30, 2019","1,433.40","1,430.70","1,437.50","1,426.30","3.55K","0.92%"
"Jul 29, 2019","1,420.40","1,419.00","1,428.00","1,414.40","224.27K","0.08%"
"Jul 26, 2019","1,419.30","1,414.90","1,424.80","1,412.90","306.02K","0.33%"
"Jul 25, 2019","1,414.70","1,426.80","1,434.10","1,411.10","489.39K","-0.63%"
"Jul 24, 2019","1,423.60","1,418.60","1,430.00","1,416.70","318.16K","0.13%"
"Jul 23, 2019","1,421.70","1,426.00","1,431.40","1,414.60","386.68K","-0.36%"
"Jul 22, 2019","1,426.90","1,428.50","1,430.80","1,423.00","255.35K","0.01%"
"Jul 19, 2019","1,426.70","1,448.30","1,454.40","1,421.10","530.02K","-0.10%"
"Jul 18, 2019","1,428.10","1,428.50","1,449.70","1,415.60","481.33K","0.34%"
"Jul 17, 2019","1,423.30","1,407.90","1,428.40","1,401.30","358.17K","0.86%"
"Jul 16, 2019","1,411.20","1,416.40","1,420.00","1,402.10","334.82K","-0.16%"
"Jul 15, 2019","1,413.50","1,417.70","1,421.60","1,409.30","243.38K","0.09%"
"Jul 12, 2019","1,412.20","1,406.20","1,418.90","1,404.50","284.97K","0.39%"
"Jul 11, 2019","1,406.70","1,421.10","1,429.40","1,402.70","400.09K","-0.41%"
"Jul 10, 2019","1,412.50","1,400.00","1,421.10","1,391.80","443.50K","0.86%"
"Jul 09, 2019","1,400.50","1,397.90","1,402.40","1,387.50","287.18K","0.04%"
"Jul 08, 2019","1,400.00","1,401.00","1,409.90","1,393.80","318.69K","-0.01%"
"Jul 05, 2019","1,400.10","1,421.60","1,426.80","1,388.60","577.38K","-1.65%"
"Jul 04, 2019","1,423.55","1,421.25","1,426.65","1,412.85","-","0.19%"
"Jul 03, 2019","1,420.90","1,424.70","1,441.00","1,414.70","419.61K","0.92%"
"Jul 02, 2019","1,408.00","1,386.20","1,424.00","1,386.20","383.25K","1.35%"
"Jul 01, 2019","1,389.30","1,401.80","1,401.90","1,384.70","389.76K","-1.73%"
"Jun 28, 2019","1,413.70","1,413.30","1,427.80","1,408.60","306.62K","0.12%"
"Jun 27, 2019","1,412.00","1,412.70","1,415.30","1,401.40","336.36K","0.04%"
"Jun 26, 2019","1,411.50","1,421.80","1,421.80","1,380.00","1.33K","-0.30%"
"Jun 25, 2019","1,415.80","1,419.90","1,438.20","1,412.50","0.94K","0.04%"
"Jun 24, 2019","1,415.20","1,401.10","1,421.40","1,401.10","0.98K","1.28%"
"Jun 21, 2019","1,397.30","1,389.90","1,412.00","1,383.40","0.98K","0.23%"
"Jun 20, 2019","1,394.10","1,361.20","1,393.90","1,358.80","1.10K","3.59%"
"Jun 19, 2019","1,345.80","1,347.80","1,363.00","1,342.00","0.65K","-0.15%"
"Jun 18, 2019","1,347.80","1,340.90","1,354.80","1,339.60","0.90K","0.58%"
"Jun 17, 2019","1,340.00","1,342.50","1,343.90","1,333.90","0.56K","-0.13%"
"Jun 14, 2019","1,341.70","1,343.40","1,359.00","1,338.70","1.50K","0.07%"
"Jun 13, 2019","1,340.80","1,334.90","1,344.00","1,333.30","0.62K","0.52%"
"Jun 12, 2019","1,333.90","1,327.50","1,338.80","1,326.80","0.61K","0.42%"
"Jun 11, 2019","1,328.30","1,328.90","1,330.40","1,320.80","0.38K","0.15%"
"Jun 10, 2019","1,326.30","1,336.80","1,337.50","1,326.10","0.47K","-1.27%"
"Jun 07, 2019","1,343.30","1,337.10","1,349.50","1,332.60","0.79K","0.26%"
"Jun 06, 2019","1,339.80","1,332.30","1,341.20","1,328.80","0.51K","0.69%"
"Jun 05, 2019","1,330.60","1,327.30","1,345.60","1,326.90","0.91K","0.37%"
"Jun 04, 2019","1,325.70","1,327.00","1,330.80","1,322.20","0.82K","0.06%"
"Jun 03, 2019","1,324.90","1,308.00","1,329.70","1,308.00","1.04K","1.29%"
"May 31, 2019","1,308.00","1,290.30","1,308.50","1,289.70","1.98K","1.40%"
"May 30, 2019","1,289.90","1,282.10","1,291.00","1,276.70","1.19K","0.69%"
"May 29, 2019","1,281.00","1,278.90","1,285.20","1,278.40","189.69K","0.31%"
"May 28, 2019","1,277.10","1,283.50","1,286.90","1,275.10","362.16K","-0.61%"
"May 27, 2019","1,284.95","1,284.25","1,286.85","1,283.25","-","0.06%"
"May 26, 2019","1,284.15","1,284.20","1,285.15","1,283.65","-","0.04%"
"May 24, 2019","1,283.60","1,283.20","1,284.70","1,280.10","218.71K","-0.14%"
"May 23, 2019","1,285.40","1,273.30","1,287.10","1,272.10","330.16K","0.88%"
"May 22, 2019","1,274.20","1,274.40","1,277.10","1,272.00","191.37K","0.08%"
"May 21, 2019","1,273.20","1,277.70","1,277.70","1,269.00","213.17K","-0.32%"
"May 20, 2019","1,277.30","1,277.60","1,278.80","1,273.30","212.18K","0.13%"
"May 17, 2019","1,275.70","1,287.20","1,289.00","1,274.60","264.57K","-0.82%"
"May 16, 2019","1,286.20","1,297.70","1,299.30","1,284.20","282.07K","-0.89%"
"May 15, 2019","1,297.80","1,298.00","1,301.70","1,293.60","247.52K","0.12%"
"May 14, 2019","1,296.30","1,300.80","1,304.20","1,294.30","222.05K","-0.42%"
"May 13, 2019","1,301.80","1,288.30","1,302.20","1,282.40","379.44K","1.12%"
"May 10, 2019","1,287.40","1,285.00","1,290.30","1,283.90","238.64K","0.17%"
"May 09, 2019","1,285.20","1,281.90","1,289.20","1,280.40","306.55K","0.30%"
"May 08, 2019","1,281.40","1,285.60","1,292.80","1,280.20","302.69K","-0.33%"
"May 07, 2019","1,285.60","1,282.40","1,287.30","1,279.10","251.09K","0.14%"
"May 06, 2019","1,283.80","1,281.80","1,287.40","1,278.10","244.34K","0.20%"
"May 03, 2019","1,281.30","1,271.60","1,283.90","1,269.00","280.32K","0.73%"
"May 02, 2019","1,272.00","1,278.50","1,279.40","1,267.30","282.50K","-0.95%"
"May 01, 2019","1,284.20","1,285.20","1,289.40","1,274.50","275.43K","-0.12%"
"Apr 30, 2019","1,285.70","1,281.90","1,288.20","1,281.50","239.44K","0.33%"
"Apr 29, 2019","1,281.50","1,289.00","1,289.10","1,279.90","208.96K","-0.31%"
"Apr 26, 2019","1,285.50","1,277.00","1,287.20","1,276.20","0.80K","0.71%"
"Apr 25, 2019","1,276.40","1,273.60","1,281.20","1,272.70","0.98K","-0.02%"
"Apr 24, 2019","1,276.60","1,271.50","1,276.50","1,267.90","0.34K","0.47%"
"Apr 23, 2019","1,270.60","1,274.40","1,275.00","1,265.90","0.73K","-0.32%"
"Apr 22, 2019","1,274.70","1,275.30","1,278.60","1,272.90","0.13K","-0.25%"
"Apr 19, 2019","1,277.90","1,277.90","1,277.90","1,277.90","-","0.38%"
"Apr 18, 2019","1,273.10","1,273.50","1,276.60","1,270.40","0.57K","-0.05%"
"Apr 17, 2019","1,273.80","1,276.30","1,279.20","1,272.50","0.46K","-0.03%"
"Apr 16, 2019","1,274.20","1,288.70","1,288.70","1,273.00","1.54K","-1.11%"
"Apr 15, 2019","1,288.50","1,291.20","1,292.10","1,283.00","0.43K","-0.29%"
"Apr 12, 2019","1,292.20","1,293.30","1,296.30","1,290.50","0.35K","0.13%"
"Apr 11, 2019","1,290.50","1,308.50","1,309.10","1,290.40","1.51K","-1.51%"
"Apr 10, 2019","1,310.30","1,305.00","1,311.00","1,301.70","0.79K","0.40%"
"Apr 09, 2019","1,305.10","1,298.70","1,307.00","1,297.50","0.59K","0.49%"
"Apr 08, 2019","1,298.80","1,294.40","1,304.40","1,292.70","0.94K","0.48%"
"Apr 05, 2019","1,292.60","1,293.70","1,294.50","1,285.60","0.44K","0.09%"
"Apr 04, 2019","1,291.40","1,291.50","1,295.70","1,282.00","1.14K","-0.07%"
"Apr 03, 2019","1,292.30","1,293.60","1,296.00","1,290.00","1.02K","-0.02%"
"Apr 02, 2019","1,292.50","1,288.70","1,293.80","1,286.80","0.93K","0.10%"
"Apr 01, 2019","1,291.20","1,294.30","1,298.30","1,288.30","1.55K","-0.34%"
"Mar 29, 2019","1,295.60","1,292.20","1,301.50","1,288.60","1.31K","0.24%"
"Mar 28, 2019","1,292.50","1,312.60","1,314.20","1,290.50","3.66K","-1.37%"
"Mar 27, 2019","1,310.40","1,315.40","1,318.80","1,307.30","206.26K","-0.35%"
"Mar 26, 2019","1,315.00","1,321.50","1,323.00","1,312.10","267.17K","-0.57%"
"Mar 25, 2019","1,322.60","1,313.30","1,324.50","1,310.60","251.98K","0.78%"
"Mar 22, 2019","1,312.30","1,309.30","1,314.70","1,306.50","271.38K","0.38%"
"Mar 21, 2019","1,307.30","1,312.70","1,320.20","1,302.80","332.61K","0.43%"
"Mar 20, 2019","1,301.70","1,306.00","1,317.20","1,298.10","370.40K","-0.37%"
"Mar 19, 2019","1,306.50","1,303.70","1,310.80","1,302.10","206.90K","0.38%"
"Mar 18, 2019","1,301.50","1,302.00","1,306.70","1,298.00","176.49K","-0.11%"
"Mar 15, 2019","1,302.90","1,295.60","1,306.30","1,293.70","234.65K","0.60%"
"Mar 14, 2019","1,295.10","1,309.50","1,310.30","1,292.50","248.21K","-1.08%"
"Mar 13, 2019","1,309.30","1,301.80","1,311.60","1,300.60","214.24K","0.86%"
"Mar 12, 2019","1,298.10","1,293.60","1,302.60","1,292.00","203.89K","0.54%"
"Mar 11, 2019","1,291.10","1,298.20","1,299.20","1,290.60","196.86K","-0.63%"
"Mar 08, 2019","1,299.30","1,286.70","1,301.30","1,285.60","283.84K","1.03%"
"Mar 07, 2019","1,286.10","1,287.30","1,289.60","1,280.80","257.92K","-0.12%"
"Mar 06, 2019","1,287.60","1,288.80","1,291.80","1,284.30","192.93K","0.23%"
"Mar 05, 2019","1,284.70","1,287.80","1,290.60","1,282.00","216.93K","-0.22%"
"Mar 04, 2019","1,287.50","1,294.40","1,298.10","1,283.80","268.39K","-0.90%"
"Mar 01, 2019","1,299.20","1,315.50","1,316.50","1,291.30","343.47K","-1.28%"
"Feb 28, 2019","1,316.10","1,321.70","1,328.90","1,314.00","252.24K","-0.39%"
"Feb 27, 2019","1,321.20","1,331.00","1,332.00","1,318.40","198.04K","-0.31%"
"Feb 26, 2019","1,325.30","1,326.60","1,329.10","1,322.90","0.94K","-0.09%"
"Feb 25, 2019","1,326.50","1,327.00","1,331.60","1,324.30","0.67K","-0.24%"
"Feb 22, 2019","1,329.70","1,323.40","1,332.20","1,321.40","0.59K","0.39%"
"Feb 21, 2019","1,324.60","1,338.30","1,339.70","1,320.80","1.39K","-1.45%"
"Feb 20, 2019","1,344.10","1,339.50","1,345.70","1,335.80","1.34K","0.25%"
"Feb 19, 2019","1,340.80","1,322.00","1,340.80","1,320.90","1.63K","0.85%"
"Feb 18, 2019","1,329.55","1,324.35","1,330.75","1,324.05","-","0.40%"
"Feb 17, 2019","1,324.25","1,324.65","1,324.95","1,323.85","-","0.39%"
"Feb 15, 2019","1,319.10","1,312.70","1,322.20","1,312.20","1.03K","0.59%"
"Feb 14, 2019","1,311.30","1,307.50","1,314.60","1,302.70","0.87K","-0.08%"
"Feb 13, 2019","1,312.40","1,311.70","1,318.70","1,305.50","0.83K","0.08%"
"Feb 12, 2019","1,311.30","1,307.60","1,315.40","1,307.60","0.46K","0.16%"
"Feb 11, 2019","1,309.20","1,315.50","1,315.50","1,304.60","0.52K","-0.51%"
"Feb 08, 2019","1,315.90","1,311.30","1,316.60","1,309.40","0.43K","0.33%"
"Feb 07, 2019","1,311.60","1,308.00","1,313.00","1,304.00","0.98K","-0.01%"
"Feb 06, 2019","1,311.70","1,316.40","1,316.90","1,307.40","0.56K","-0.36%"
"Feb 05, 2019","1,316.50","1,313.50","1,318.20","1,312.20","0.28K","-0.01%"
"Feb 04, 2019","1,316.60","1,319.60","1,320.20","1,310.00","0.98K","-0.20%"
"Feb 01, 2019","1,319.30","1,323.20","1,325.10","1,317.80","1.16K","-0.23%"
"Jan 31, 2019","1,322.30","1,321.80","1,328.00","1,319.40","1.43K","0.72%"
"Jan 30, 2019","1,312.80","1,313.40","1,326.80","1,311.10","2.84K","0.30%"
"Jan 29, 2019","1,308.90","1,302.50","1,310.80","1,301.70","213.61K","0.45%"
"Jan 28, 2019","1,303.10","1,302.30","1,303.70","1,296.50","243.07K","0.39%"
"Jan 25, 2019","1,298.10","1,280.10","1,303.40","1,278.90","303.84K","1.43%"
"Jan 24, 2019","1,279.80","1,282.30","1,283.90","1,275.30","225.77K","-0.33%"
"Jan 23, 2019","1,284.00","1,284.60","1,286.00","1,277.70","217.13K","0.05%"
"Jan 22, 2019","1,283.40","1,280.70","1,285.00","1,276.00","318.85K","0.34%"
"Jan 21, 2019","1,279.05","1,281.95","1,282.95","1,276.15","-","-0.23%"
"Jan 20, 2019","1,282.05","1,281.30","1,282.70","1,280.50","-","-0.04%"
"Jan 18, 2019","1,282.60","1,291.90","1,292.20","1,280.10","225.57K","-0.75%"
"Jan 17, 2019","1,292.30","1,293.90","1,295.00","1,288.30","191.98K","-0.12%"
"Jan 16, 2019","1,293.80","1,289.60","1,295.40","1,287.60","181.39K","0.42%"
"Jan 15, 2019","1,288.40","1,292.40","1,294.80","1,286.50","242.07K","-0.22%"
"Jan 14, 2019","1,291.30","1,288.00","1,296.60","1,287.70","221.89K","0.14%"
"Jan 11, 2019","1,289.50","1,287.60","1,295.70","1,287.00","210.64K","0.16%"
"Jan 10, 2019","1,287.40","1,294.70","1,298.00","1,286.70","239.92K","-0.36%"
"Jan 09, 2019","1,292.00","1,286.10","1,295.00","1,280.90","245.97K","0.47%"
"Jan 08, 2019","1,285.90","1,289.90","1,291.40","1,280.20","221.92K","-0.31%"
"Jan 07, 2019","1,289.90","1,287.00","1,297.00","1,284.10","204.68K","0.32%"
"Jan 04, 2019","1,285.80","1,296.50","1,300.40","1,278.10","316.06K","-0.70%"
"Jan 03, 2019","1,294.80","1,288.50","1,296.90","1,286.40","244.54K","0.83%"
"Jan 02, 2019","1,284.10","1,285.00","1,291.00","1,280.60","235.33K","0.06%"
"Jan 01, 2019","1,283.35","1,284.70","1,284.75","1,282.85","-","0.16%"
"Dec 31, 2018","1,281.30","1,283.00","1,286.50","1,279.70","113.26K","-0.13%"
"Dec 28, 2018","1,283.00","1,278.00","1,284.70","1,276.50","162.73K","0.44%"
"Dec 27, 2018","1,277.40","1,265.30","1,277.50","1,265.30","0.48K","0.66%"
"Dec 26, 2018","1,269.00","1,268.50","1,278.10","1,263.80","0.40K","-0.14%"
"Dec 25, 2018","1,270.75","1,272.50","1,274.55","1,270.65","-","0.22%"
"Dec 24, 2018","1,267.90","1,258.40","1,269.60","1,258.20","0.74K","1.06%"
"Dec 21, 2018","1,254.60","1,260.60","1,262.00","1,254.20","0.66K","-0.74%"
"Dec 20, 2018","1,263.90","1,244.30","1,265.70","1,242.30","0.77K","0.90%"
"Dec 19, 2018","1,252.60","1,250.00","1,258.20","1,241.60","0.60K","0.20%"
"Dec 18, 2018","1,250.10","1,246.30","1,250.40","1,246.10","0.23K","0.15%"
"Dec 17, 2018","1,248.20","1,236.30","1,248.30","1,236.30","0.24K","0.83%"
"Dec 14, 2018","1,237.90","1,242.30","1,243.20","1,233.10","0.38K","-0.47%"
"Dec 13, 2018","1,243.70","1,245.50","1,247.50","1,241.20","0.33K","-0.19%"
"Dec 12, 2018","1,246.10","1,244.90","1,247.50","1,243.70","0.43K","0.27%"
"Dec 11, 2018","1,242.80","1,245.70","1,250.50","1,242.30","0.50K","-0.17%"
"Dec 10, 2018","1,244.90","1,251.40","1,251.80","1,242.60","1.59K","-0.26%"
"Dec 07, 2018","1,248.20","1,239.10","1,251.40","1,239.10","1.56K","0.69%"
"Dec 06, 2018","1,239.70","1,240.60","1,246.10","1,236.90","1.64K","0.05%"
"Dec 05, 2018","1,239.10","1,240.80","1,241.10","1,236.40","1.12K","-0.34%"
"Dec 04, 2018","1,243.30","1,233.40","1,244.50","1,233.40","1.84K","0.52%"
"Dec 03, 2018","1,236.90","1,225.40","1,237.40","1,224.20","0.94K","1.09%"
"Nov 30, 2018","1,223.60","1,227.50","1,228.60","1,219.40","0.60K","-0.35%"
"Nov 29, 2018","1,227.90","1,224.20","1,232.20","1,224.20","1.71K","0.35%"
"Nov 28, 2018","1,223.60","1,214.30","1,227.70","1,210.50","247.17K","0.84%"
"Nov 27, 2018","1,213.40","1,222.60","1,225.20","1,211.40","307.89K","-0.74%"
"Nov 26, 2018","1,222.40","1,223.90","1,228.60","1,221.70","267.32K","-0.07%"
"Nov 23, 2018","1,223.20","1,226.80","1,229.70","1,220.30","240.35K","-0.39%"
"Nov 22, 2018","1,228.00","1,226.40","1,229.70","1,225.50","-","0.00%"
"Nov 21, 2018","1,228.00","1,222.40","1,230.90","1,220.10","227.21K","0.56%"
"Nov 20, 2018","1,221.20","1,224.60","1,229.50","1,220.30","255.20K","-0.33%"
"Nov 19, 2018","1,225.30","1,222.60","1,226.50","1,218.50","198.39K","0.19%"
"Nov 16, 2018","1,223.00","1,214.40","1,226.00","1,213.70","242.04K","0.66%"
"Nov 15, 2018","1,215.00","1,211.80","1,217.00","1,207.10","253.57K","0.40%"
"Nov 14, 2018","1,210.10","1,202.80","1,217.20","1,198.10","277.87K","0.72%"
"Nov 13, 2018","1,201.40","1,201.10","1,205.50","1,196.60","248.93K","-0.17%"
"Nov 12, 2018","1,203.50","1,210.30","1,212.00","1,200.60","203.64K","-0.42%"
"Nov 09, 2018","1,208.60","1,224.30","1,224.60","1,207.20","322.35K","-1.35%"
"Nov 08, 2018","1,225.10","1,227.70","1,228.50","1,220.80","239.02K","-0.29%"
"Nov 07, 2018","1,228.70","1,228.90","1,238.40","1,224.20","259.29K","0.20%"
"Nov 06, 2018","1,226.30","1,233.40","1,237.80","1,224.90","199.67K","-0.49%"
"Nov 05, 2018","1,232.30","1,234.50","1,236.80","1,228.40","159.43K","-0.08%"
"Nov 02, 2018","1,233.30","1,235.30","1,238.40","1,231.30","256.02K","-0.43%"
"Nov 01, 2018","1,238.60","1,216.60","1,239.30","1,216.10","313.45K","1.94%"
"Oct 31, 2018","1,215.00","1,224.70","1,225.00","1,213.40","247.06K","-0.84%"
"Oct 30, 2018","1,225.30","1,231.90","1,232.50","1,221.40","224.64K","0.05%"
"Oct 29, 2018","1,224.70","1,232.60","1,232.70","1,223.60","0.21K","-0.62%"
"Oct 26, 2018","1,232.40","1,229.80","1,242.60","1,229.80","0.28K","0.24%"
"Oct 25, 2018","1,229.50","1,233.90","1,238.40","1,227.90","0.32K","0.09%"
"Oct 24, 2018","1,228.40","1,230.70","1,235.30","1,225.90","0.37K","-0.46%"
"Oct 23, 2018","1,234.10","1,223.10","1,240.30","1,222.70","0.34K","0.99%"
"Oct 22, 2018","1,222.00","1,227.90","1,228.50","1,220.50","0.12K","-0.33%"
"Oct 19, 2018","1,226.00","1,226.70","1,231.20","1,223.70","0.12K","-0.11%"
"Oct 18, 2018","1,227.40","1,222.80","1,230.20","1,219.50","0.25K","0.21%"
"Oct 17, 2018","1,224.80","1,226.40","1,230.00","1,221.60","0.21K","-0.29%"
"Oct 16, 2018","1,228.40","1,228.00","1,233.40","1,224.50","0.34K","0.05%"
"Oct 15, 2018","1,227.80","1,218.20","1,234.30","1,218.20","0.34K","0.68%"
"Oct 12, 2018","1,219.50","1,224.40","1,224.40","1,217.10","0.30K","-0.46%"
"Oct 11, 2018","1,225.10","1,195.30","1,227.00","1,192.30","0.98K","2.88%"
"Oct 10, 2018","1,190.80","1,189.90","1,195.30","1,186.00","0.29K","0.17%"
"Oct 09, 2018","1,188.80","1,189.60","1,192.50","1,184.00","0.20K","0.25%"
"Oct 08, 2018","1,185.80","1,204.60","1,204.60","1,184.60","0.32K","-1.41%"
"Oct 05, 2018","1,202.80","1,200.70","1,205.90","1,199.00","0.20K","0.33%"
"Oct 04, 2018","1,198.80","1,198.30","1,207.60","1,197.20","0.15K","-0.11%"
"Oct 03, 2018","1,200.10","1,204.40","1,209.10","1,198.10","0.21K","-0.34%"
"Oct 02, 2018","1,204.20","1,191.30","1,209.10","1,190.10","0.80K","1.24%"
"Oct 01, 2018","1,189.40","1,193.90","1,193.90","1,186.50","0.21K","-0.38%"
"Sep 28, 2018","1,193.90","1,184.60","1,194.30","1,182.60","0.41K","0.71%"
"Sep 27, 2018","1,185.50","1,196.80","1,200.40","1,184.20","0.34K","-0.75%"
"Sep 26, 2018","1,194.40","1,200.30","1,201.30","1,190.00","17.86K","-0.44%"
"Sep 25, 2018","1,199.70","1,198.10","1,202.50","1,196.60","14.90K","0.01%"
"Sep 24, 2018","1,199.60","1,199.50","1,203.90","1,194.10","9.70K","0.25%"
"Sep 21, 2018","1,196.60","1,207.40","1,210.80","1,191.80","6.85K","-0.83%"
"Sep 20, 2018","1,206.60","1,204.40","1,208.50","1,201.00","7.49K","0.22%"
